bank,user_name,title,date,review,home_banking,security,support,promotions,services,local_presence
intesa-sanpaolo,sergio,SERVIZIO ABOMINEVOLE,21 Settembre 2021,"Sono una ""VITTIMA"" a seguito della fusione di UBI banca con Intesa san paolo.
Speravo di essere in mano a dei professionisti, purtroppo questa speranza è naufragata nella SQUALLIDA realtà ABOMINEVOLE.
Pessimo servizio, customer service terribile, l'assistenza al numero verde è un delirio e non rispondono alle mail.
Per risolvere un LORO problema sulla scheda UBI like , mi chiedono di sostituirla con una nuova a mie spese,
Con lo stesso costo ho già aperto un nuovo conto con altra banca con tutti i servizi home banking.
Felice di portare i miei soldi altrove.",20,80,20,60,80,100
intesa-sanpaolo,gioia,scandalosi,07 Settembre 2021,"banca di incompetenti. Telefoni fissi dei centralini e interni inutili visto che non risponde mai nessuno nemmeno dopo 200 volte che si prova. Alle mail non rispondono e quando per cara grazia riesci a parlare con qualcuno ti viene fornito un numero di cellulare personale che poi risulta sempre spento.
Non conoscono nemmeno le procedure basi e nonostante pratiche chiuse 1 anno fa ancora non riescono ad arrivarne ad una a problematiche basi. SCANDALOSI! non esiste altra banca piena di incompetenti così.",20,20,20,20,20,20
intesa-sanpaolo,Anna,Pessima banca,20 Luglio 2021,"Impossibile contattare la filiale, non rispondono mai al telefono. Assistenza on line ridicola e penosa. Sconsigliatissima!",20,20,20,20,20,20
intesa-sanpaolo,Davide,ATTENZIONE,16 Luglio 2021,"Trovare una documentazione di un loro cliente, in questa banca è un impresa ardua e complicata, una sfida leggendaria che va avanti da giorni nonostante la mia urgenza conclamata. Il mio commercialista ci ha messo un ora per trovare una documentazione che è nei loro archivi. Per il direttore Montironi sembra un impresa titanica. Quest'episodio racconta quanta organizzazione, professionalità e preparazione c'è in questa sede. Credo che perdere un documento e non adoperarsi per ritrovarlo, non è per me esattamente ""attenzione per il cliente"" Da un episodio si evince la scarsa, imbarazzante organizzazione e da una banca la trovo grave.

Davide",20,20,20,20,20,20
intesa-sanpaolo,Giulio,Comunicazione e competenza 0,03 Maggio 2023,"Non serve a nulla investire nel marketing per fidelizzare il cliente con profumo e caramelle che creino l'atmosfera distintiva dell'azienda se poi la realtà non rispecchia neanche vagamente le promesse millantate. Anche l'ultimo giorno di assistenza, l'incompetenza della funzionaria mi ha impedito di portare a termine l'operazione a causa di problemi frutto di una sua comunicazione costantemente contraddittoria. E quando l'ho messa di fronte ai dati di fatto, non mi ha più risposto e ha cominciato a servire un altro cliente. Bene, almeno non sono stato più trattato con sufficienza; male, perché i problemi da loro creati li devo risolvere io. Che senso ha una filiale se i miei soldi sono più al sicuro sotto il buon vecchio materasso?",40,20,20,20,20,20
intesa-sanpaolo,Heorhi,Dott,29 Novembre 2022,"Brutta esperinza con personale assistenza clienti in filiale. Senza motivo valido hanno rifiutato di rilasciare i libretto d'assegni. Inventavano mille e piu perche non potevano dare. Vergogna. La banca pegiore che abbia mai conosciuto. Sono correntista da due anni, mai andato in rosso, mai chiesto niente. Solo semplice libretto d'assegni, che avevo bisogno a rogito, per pagare notaio, agenzia… Consiglio vivamebte di evitare questa banca.",20,20,20,20,20,20
intesa-sanpaolo,Chiara,Bassa attenzione al cliente,23 Maggio 2022,Incompetenza e comunicazione inadeguata da parte degli impiegati.,60,60,20,40,60,80
intesa-sanpaolo,FLAVIA,SIG.NA,23 Febbraio 2022,"La filiale di Pinerolo di Piazza Barbieri di Pinerolo (TO) è riuscita a smarrire la raccomandata (da tracciamento online correttamente consegnata e ritirata da qualcuno dello staff) con la quale intendevo chiudere il conto inviata il 9/2/22 ed appunto consegnata l'11/2/22! Se non avessi chiamato per avere notizie chissà forse non avrei mai saputo dell'accaduto ed avrei continuato ad avere il conto aperto per chissà quanto...mi hanno poi ricevuta di persona per effettuare l'operazione e da qui la domanda: ma allora perchè non fare così già da subito ed evitarmi code (e spese) in ufficio postale?!?! Continuerei a consigliare il conto online XME perchè onestamente mi ci son trovata bene, ottima l'app associata, è stato sempre tutto gratuito, però un'inefficienza del genere mi ha dav",80,80,20,60,20,20
intesa-sanpaolo,Silvia,Professionalità pari a zero.,10 Novembre 2021,"Ho fatto richiesta di chiusura conto a fine maggio. Per un problema (inesistente) di aggancio Telepass su nuovo conto bancario non mi hanno comunicato l'impossibilità di chiusura. Si sono degnati solo ed esclusivamente quando il mio conto è andato sotto di € 23 pulciosissimi.
Sto ancora aspettando che lo chiudano.
Non rispondono alle mail, non rispondono alle telefonate, addebitano due volte le spese di chiusura conto senza nemmeno chiuderlo.
Una banca peggiore di questa non l'ho mai vista.
Professionalità pari a zero.
...........................................................................",20,20,20,20,20,20
intesa-sanpaolo,LUCA,GRAVE INCOMPETENZA PROFESSIONALE,05 Novembre 2021,"competenza professionale degli impiegati della filiale di ascoli piceno sotto 0
informazioni sul mio conto corrente e sui movimenti che ho fatto detti ai 4 venti,
per 4 venti intendo gente al di fuori della struttura.

EPISODIO DA DENUNCIA

CAMBIARE ARIA SUBITO",20,20,20,20,40,40
intesa-sanpaolo,sergio,SERVIZIO ABOMINEVOLE,21 Settembre 2021,"Sono una ""VITTIMA"" a seguito della fusione di UBI banca con Intesa san paolo.
Speravo di essere in mano a dei professionisti, purtroppo questa speranza è naufragata nella SQUALLIDA realtà ABOMINEVOLE.
Pessimo servizio, customer service terribile, l'assistenza al numero verde è un delirio e non rispondono alle mail.
Per risolvere un LORO problema sulla scheda UBI like , mi chiedono di sostituirla con una nuova a mie spese,
Con lo stesso costo ho già aperto un nuovo conto con altra banca con tutti i servizi home banking.
Felice di portare i miei soldi altrove.",20,80,20,60,80,100
intesa-sanpaolo,gioia,scandalosi,07 Settembre 2021,"banca di incompetenti. Telefoni fissi dei centralini e interni inutili visto che non risponde mai nessuno nemmeno dopo 200 volte che si prova. Alle mail non rispondono e quando per cara grazia riesci a parlare con qualcuno ti viene fornito un numero di cellulare personale che poi risulta sempre spento.
Non conoscono nemmeno le procedure basi e nonostante pratiche chiuse 1 anno fa ancora non riescono ad arrivarne ad una a problematiche basi. SCANDALOSI! non esiste altra banca piena di incompetenti così.",20,20,20,20,20,20
intesa-sanpaolo,Anna,Pessima banca,20 Luglio 2021,"Impossibile contattare la filiale, non rispondono mai al telefono. Assistenza on line ridicola e penosa. Sconsigliatissima!",20,20,20,20,20,20
intesa-sanpaolo,Davide,ATTENZIONE,16 Luglio 2021,"Trovare una documentazione di un loro cliente, in questa banca è un impresa ardua e complicata, una sfida leggendaria che va avanti da giorni nonostante la mia urgenza conclamata. Il mio commercialista ci ha messo un ora per trovare una documentazione che è nei loro archivi. Per il direttore Montironi sembra un impresa titanica. Quest'episodio racconta quanta organizzazione, professionalità e preparazione c'è in questa sede. Credo che perdere un documento e non adoperarsi per ritrovarlo, non è per me esattamente ""attenzione per il cliente"" Da un episodio si evince la scarsa, imbarazzante organizzazione e da una banca la trovo grave.

Davide",20,20,20,20,20,20
intesa-sanpaolo,Giulio,Comunicazione e competenza 0,03 Maggio 2023,"Non serve a nulla investire nel marketing per fidelizzare il cliente con profumo e caramelle che creino l'atmosfera distintiva dell'azienda se poi la realtà non rispecchia neanche vagamente le promesse millantate. Anche l'ultimo giorno di assistenza, l'incompetenza della funzionaria mi ha impedito di portare a termine l'operazione a causa di problemi frutto di una sua comunicazione costantemente contraddittoria. E quando l'ho messa di fronte ai dati di fatto, non mi ha più risposto e ha cominciato a servire un altro cliente. Bene, almeno non sono stato più trattato con sufficienza; male, perché i problemi da loro creati li devo risolvere io. Che senso ha una filiale se i miei soldi sono più al sicuro sotto il buon vecchio materasso?",40,20,20,20,20,20
intesa-sanpaolo,Heorhi,Dott,29 Novembre 2022,"Brutta esperinza con personale assistenza clienti in filiale. Senza motivo valido hanno rifiutato di rilasciare i libretto d'assegni. Inventavano mille e piu perche non potevano dare. Vergogna. La banca pegiore che abbia mai conosciuto. Sono correntista da due anni, mai andato in rosso, mai chiesto niente. Solo semplice libretto d'assegni, che avevo bisogno a rogito, per pagare notaio, agenzia… Consiglio vivamebte di evitare questa banca.",20,20,20,20,20,20
intesa-sanpaolo,Chiara,Bassa attenzione al cliente,23 Maggio 2022,Incompetenza e comunicazione inadeguata da parte degli impiegati.,60,60,20,40,60,80
intesa-sanpaolo,FLAVIA,SIG.NA,23 Febbraio 2022,"La filiale di Pinerolo di Piazza Barbieri di Pinerolo (TO) è riuscita a smarrire la raccomandata (da tracciamento online correttamente consegnata e ritirata da qualcuno dello staff) con la quale intendevo chiudere il conto inviata il 9/2/22 ed appunto consegnata l'11/2/22! Se non avessi chiamato per avere notizie chissà forse non avrei mai saputo dell'accaduto ed avrei continuato ad avere il conto aperto per chissà quanto...mi hanno poi ricevuta di persona per effettuare l'operazione e da qui la domanda: ma allora perchè non fare così già da subito ed evitarmi code (e spese) in ufficio postale?!?! Continuerei a consigliare il conto online XME perchè onestamente mi ci son trovata bene, ottima l'app associata, è stato sempre tutto gratuito, però un'inefficienza del genere mi ha dav",80,80,20,60,20,20
intesa-sanpaolo,Silvia,Professionalità pari a zero.,10 Novembre 2021,"Ho fatto richiesta di chiusura conto a fine maggio. Per un problema (inesistente) di aggancio Telepass su nuovo conto bancario non mi hanno comunicato l'impossibilità di chiusura. Si sono degnati solo ed esclusivamente quando il mio conto è andato sotto di € 23 pulciosissimi.
Sto ancora aspettando che lo chiudano.
Non rispondono alle mail, non rispondono alle telefonate, addebitano due volte le spese di chiusura conto senza nemmeno chiuderlo.
Una banca peggiore di questa non l'ho mai vista.
Professionalità pari a zero.
...........................................................................",20,20,20,20,20,20
intesa-sanpaolo,LUCA,GRAVE INCOMPETENZA PROFESSIONALE,05 Novembre 2021,"competenza professionale degli impiegati della filiale di ascoli piceno sotto 0
informazioni sul mio conto corrente e sui movimenti che ho fatto detti ai 4 venti,
per 4 venti intendo gente al di fuori della struttura.

EPISODIO DA DENUNCIA

CAMBIARE ARIA SUBITO",20,20,20,20,40,40
intesa-sanpaolo,sergio,SERVIZIO ABOMINEVOLE,21 Settembre 2021,"Sono una ""VITTIMA"" a seguito della fusione di UBI banca con Intesa san paolo.
Speravo di essere in mano a dei professionisti, purtroppo questa speranza è naufragata nella SQUALLIDA realtà ABOMINEVOLE.
Pessimo servizio, customer service terribile, l'assistenza al numero verde è un delirio e non rispondono alle mail.
Per risolvere un LORO problema sulla scheda UBI like , mi chiedono di sostituirla con una nuova a mie spese,
Con lo stesso costo ho già aperto un nuovo conto con altra banca con tutti i servizi home banking.
Felice di portare i miei soldi altrove.",20,80,20,60,80,100
intesa-sanpaolo,gioia,scandalosi,07 Settembre 2021,"banca di incompetenti. Telefoni fissi dei centralini e interni inutili visto che non risponde mai nessuno nemmeno dopo 200 volte che si prova. Alle mail non rispondono e quando per cara grazia riesci a parlare con qualcuno ti viene fornito un numero di cellulare personale che poi risulta sempre spento.
Non conoscono nemmeno le procedure basi e nonostante pratiche chiuse 1 anno fa ancora non riescono ad arrivarne ad una a problematiche basi. SCANDALOSI! non esiste altra banca piena di incompetenti così.",20,20,20,20,20,20
intesa-sanpaolo,Anna,Pessima banca,20 Luglio 2021,"Impossibile contattare la filiale, non rispondono mai al telefono. Assistenza on line ridicola e penosa. Sconsigliatissima!",20,20,20,20,20,20
intesa-sanpaolo,Davide,ATTENZIONE,16 Luglio 2021,"Trovare una documentazione di un loro cliente, in questa banca è un impresa ardua e complicata, una sfida leggendaria che va avanti da giorni nonostante la mia urgenza conclamata. Il mio commercialista ci ha messo un ora per trovare una documentazione che è nei loro archivi. Per il direttore Montironi sembra un impresa titanica. Quest'episodio racconta quanta organizzazione, professionalità e preparazione c'è in questa sede. Credo che perdere un documento e non adoperarsi per ritrovarlo, non è per me esattamente ""attenzione per il cliente"" Da un episodio si evince la scarsa, imbarazzante organizzazione e da una banca la trovo grave.

Davide",20,20,20,20,20,20
intesa-sanpaolo,Giulio,Comunicazione e competenza 0,03 Maggio 2023,"Non serve a nulla investire nel marketing per fidelizzare il cliente con profumo e caramelle che creino l'atmosfera distintiva dell'azienda se poi la realtà non rispecchia neanche vagamente le promesse millantate. Anche l'ultimo giorno di assistenza, l'incompetenza della funzionaria mi ha impedito di portare a termine l'operazione a causa di problemi frutto di una sua comunicazione costantemente contraddittoria. E quando l'ho messa di fronte ai dati di fatto, non mi ha più risposto e ha cominciato a servire un altro cliente. Bene, almeno non sono stato più trattato con sufficienza; male, perché i problemi da loro creati li devo risolvere io. Che senso ha una filiale se i miei soldi sono più al sicuro sotto il buon vecchio materasso?",40,20,20,20,20,20
intesa-sanpaolo,Heorhi,Dott,29 Novembre 2022,"Brutta esperinza con personale assistenza clienti in filiale. Senza motivo valido hanno rifiutato di rilasciare i libretto d'assegni. Inventavano mille e piu perche non potevano dare. Vergogna. La banca pegiore che abbia mai conosciuto. Sono correntista da due anni, mai andato in rosso, mai chiesto niente. Solo semplice libretto d'assegni, che avevo bisogno a rogito, per pagare notaio, agenzia… Consiglio vivamebte di evitare questa banca.",20,20,20,20,20,20
intesa-sanpaolo,Chiara,Bassa attenzione al cliente,23 Maggio 2022,Incompetenza e comunicazione inadeguata da parte degli impiegati.,60,60,20,40,60,80
intesa-sanpaolo,FLAVIA,SIG.NA,23 Febbraio 2022,"La filiale di Pinerolo di Piazza Barbieri di Pinerolo (TO) è riuscita a smarrire la raccomandata (da tracciamento online correttamente consegnata e ritirata da qualcuno dello staff) con la quale intendevo chiudere il conto inviata il 9/2/22 ed appunto consegnata l'11/2/22! Se non avessi chiamato per avere notizie chissà forse non avrei mai saputo dell'accaduto ed avrei continuato ad avere il conto aperto per chissà quanto...mi hanno poi ricevuta di persona per effettuare l'operazione e da qui la domanda: ma allora perchè non fare così già da subito ed evitarmi code (e spese) in ufficio postale?!?! Continuerei a consigliare il conto online XME perchè onestamente mi ci son trovata bene, ottima l'app associata, è stato sempre tutto gratuito, però un'inefficienza del genere mi ha dav",80,80,20,60,20,20
intesa-sanpaolo,Silvia,Professionalità pari a zero.,10 Novembre 2021,"Ho fatto richiesta di chiusura conto a fine maggio. Per un problema (inesistente) di aggancio Telepass su nuovo conto bancario non mi hanno comunicato l'impossibilità di chiusura. Si sono degnati solo ed esclusivamente quando il mio conto è andato sotto di € 23 pulciosissimi.
Sto ancora aspettando che lo chiudano.
Non rispondono alle mail, non rispondono alle telefonate, addebitano due volte le spese di chiusura conto senza nemmeno chiuderlo.
Una banca peggiore di questa non l'ho mai vista.
Professionalità pari a zero.
...........................................................................",20,20,20,20,20,20
intesa-sanpaolo,LUCA,GRAVE INCOMPETENZA PROFESSIONALE,05 Novembre 2021,"competenza professionale degli impiegati della filiale di ascoli piceno sotto 0
informazioni sul mio conto corrente e sui movimenti che ho fatto detti ai 4 venti,
per 4 venti intendo gente al di fuori della struttura.

EPISODIO DA DENUNCIA

CAMBIARE ARIA SUBITO",20,20,20,20,40,40
intesa-sanpaolo,sergio,SERVIZIO ABOMINEVOLE,21 Settembre 2021,"Sono una ""VITTIMA"" a seguito della fusione di UBI banca con Intesa san paolo.
Speravo di essere in mano a dei professionisti, purtroppo questa speranza è naufragata nella SQUALLIDA realtà ABOMINEVOLE.
Pessimo servizio, customer service terribile, l'assistenza al numero verde è un delirio e non rispondono alle mail.
Per risolvere un LORO problema sulla scheda UBI like , mi chiedono di sostituirla con una nuova a mie spese,
Con lo stesso costo ho già aperto un nuovo conto con altra banca con tutti i servizi home banking.
Felice di portare i miei soldi altrove.",20,80,20,60,80,100
intesa-sanpaolo,gioia,scandalosi,07 Settembre 2021,"banca di incompetenti. Telefoni fissi dei centralini e interni inutili visto che non risponde mai nessuno nemmeno dopo 200 volte che si prova. Alle mail non rispondono e quando per cara grazia riesci a parlare con qualcuno ti viene fornito un numero di cellulare personale che poi risulta sempre spento.
Non conoscono nemmeno le procedure basi e nonostante pratiche chiuse 1 anno fa ancora non riescono ad arrivarne ad una a problematiche basi. SCANDALOSI! non esiste altra banca piena di incompetenti così.",20,20,20,20,20,20
intesa-sanpaolo,Anna,Pessima banca,20 Luglio 2021,"Impossibile contattare la filiale, non rispondono mai al telefono. Assistenza on line ridicola e penosa. Sconsigliatissima!",20,20,20,20,20,20
intesa-sanpaolo,Davide,ATTENZIONE,16 Luglio 2021,"Trovare una documentazione di un loro cliente, in questa banca è un impresa ardua e complicata, una sfida leggendaria che va avanti da giorni nonostante la mia urgenza conclamata. Il mio commercialista ci ha messo un ora per trovare una documentazione che è nei loro archivi. Per il direttore Montironi sembra un impresa titanica. Quest'episodio racconta quanta organizzazione, professionalità e preparazione c'è in questa sede. Credo che perdere un documento e non adoperarsi per ritrovarlo, non è per me esattamente ""attenzione per il cliente"" Da un episodio si evince la scarsa, imbarazzante organizzazione e da una banca la trovo grave.

Davide",20,20,20,20,20,20
intesa-sanpaolo,Giulio,Comunicazione e competenza 0,03 Maggio 2023,"Non serve a nulla investire nel marketing per fidelizzare il cliente con profumo e caramelle che creino l'atmosfera distintiva dell'azienda se poi la realtà non rispecchia neanche vagamente le promesse millantate. Anche l'ultimo giorno di assistenza, l'incompetenza della funzionaria mi ha impedito di portare a termine l'operazione a causa di problemi frutto di una sua comunicazione costantemente contraddittoria. E quando l'ho messa di fronte ai dati di fatto, non mi ha più risposto e ha cominciato a servire un altro cliente. Bene, almeno non sono stato più trattato con sufficienza; male, perché i problemi da loro creati li devo risolvere io. Che senso ha una filiale se i miei soldi sono più al sicuro sotto il buon vecchio materasso?",40,20,20,20,20,20
intesa-sanpaolo,Heorhi,Dott,29 Novembre 2022,"Brutta esperinza con personale assistenza clienti in filiale. Senza motivo valido hanno rifiutato di rilasciare i libretto d'assegni. Inventavano mille e piu perche non potevano dare. Vergogna. La banca pegiore che abbia mai conosciuto. Sono correntista da due anni, mai andato in rosso, mai chiesto niente. Solo semplice libretto d'assegni, che avevo bisogno a rogito, per pagare notaio, agenzia… Consiglio vivamebte di evitare questa banca.",20,20,20,20,20,20
intesa-sanpaolo,Chiara,Bassa attenzione al cliente,23 Maggio 2022,Incompetenza e comunicazione inadeguata da parte degli impiegati.,60,60,20,40,60,80
intesa-sanpaolo,FLAVIA,SIG.NA,23 Febbraio 2022,"La filiale di Pinerolo di Piazza Barbieri di Pinerolo (TO) è riuscita a smarrire la raccomandata (da tracciamento online correttamente consegnata e ritirata da qualcuno dello staff) con la quale intendevo chiudere il conto inviata il 9/2/22 ed appunto consegnata l'11/2/22! Se non avessi chiamato per avere notizie chissà forse non avrei mai saputo dell'accaduto ed avrei continuato ad avere il conto aperto per chissà quanto...mi hanno poi ricevuta di persona per effettuare l'operazione e da qui la domanda: ma allora perchè non fare così già da subito ed evitarmi code (e spese) in ufficio postale?!?! Continuerei a consigliare il conto online XME perchè onestamente mi ci son trovata bene, ottima l'app associata, è stato sempre tutto gratuito, però un'inefficienza del genere mi ha dav",80,80,20,60,20,20
intesa-sanpaolo,Silvia,Professionalità pari a zero.,10 Novembre 2021,"Ho fatto richiesta di chiusura conto a fine maggio. Per un problema (inesistente) di aggancio Telepass su nuovo conto bancario non mi hanno comunicato l'impossibilità di chiusura. Si sono degnati solo ed esclusivamente quando il mio conto è andato sotto di € 23 pulciosissimi.
Sto ancora aspettando che lo chiudano.
Non rispondono alle mail, non rispondono alle telefonate, addebitano due volte le spese di chiusura conto senza nemmeno chiuderlo.
Una banca peggiore di questa non l'ho mai vista.
Professionalità pari a zero.
...........................................................................",20,20,20,20,20,20
intesa-sanpaolo,LUCA,GRAVE INCOMPETENZA PROFESSIONALE,05 Novembre 2021,"competenza professionale degli impiegati della filiale di ascoli piceno sotto 0
informazioni sul mio conto corrente e sui movimenti che ho fatto detti ai 4 venti,
per 4 venti intendo gente al di fuori della struttura.

EPISODIO DA DENUNCIA

CAMBIARE ARIA SUBITO",20,20,20,20,40,40
intesa-sanpaolo,sergio,SERVIZIO ABOMINEVOLE,21 Settembre 2021,"Sono una ""VITTIMA"" a seguito della fusione di UBI banca con Intesa san paolo.
Speravo di essere in mano a dei professionisti, purtroppo questa speranza è naufragata nella SQUALLIDA realtà ABOMINEVOLE.
Pessimo servizio, customer service terribile, l'assistenza al numero verde è un delirio e non rispondono alle mail.
Per risolvere un LORO problema sulla scheda UBI like , mi chiedono di sostituirla con una nuova a mie spese,
Con lo stesso costo ho già aperto un nuovo conto con altra banca con tutti i servizi home banking.
Felice di portare i miei soldi altrove.",20,80,20,60,80,100
intesa-sanpaolo,gioia,scandalosi,07 Settembre 2021,"banca di incompetenti. Telefoni fissi dei centralini e interni inutili visto che non risponde mai nessuno nemmeno dopo 200 volte che si prova. Alle mail non rispondono e quando per cara grazia riesci a parlare con qualcuno ti viene fornito un numero di cellulare personale che poi risulta sempre spento.
Non conoscono nemmeno le procedure basi e nonostante pratiche chiuse 1 anno fa ancora non riescono ad arrivarne ad una a problematiche basi. SCANDALOSI! non esiste altra banca piena di incompetenti così.",20,20,20,20,20,20
intesa-sanpaolo,Anna,Pessima banca,20 Luglio 2021,"Impossibile contattare la filiale, non rispondono mai al telefono. Assistenza on line ridicola e penosa. Sconsigliatissima!",20,20,20,20,20,20
intesa-sanpaolo,Davide,ATTENZIONE,16 Luglio 2021,"Trovare una documentazione di un loro cliente, in questa banca è un impresa ardua e complicata, una sfida leggendaria che va avanti da giorni nonostante la mia urgenza conclamata. Il mio commercialista ci ha messo un ora per trovare una documentazione che è nei loro archivi. Per il direttore Montironi sembra un impresa titanica. Quest'episodio racconta quanta organizzazione, professionalità e preparazione c'è in questa sede. Credo che perdere un documento e non adoperarsi per ritrovarlo, non è per me esattamente ""attenzione per il cliente"" Da un episodio si evince la scarsa, imbarazzante organizzazione e da una banca la trovo grave.

Davide",20,20,20,20,20,20
intesa-sanpaolo,Giulio,Comunicazione e competenza 0,03 Maggio 2023,"Non serve a nulla investire nel marketing per fidelizzare il cliente con profumo e caramelle che creino l'atmosfera distintiva dell'azienda se poi la realtà non rispecchia neanche vagamente le promesse millantate. Anche l'ultimo giorno di assistenza, l'incompetenza della funzionaria mi ha impedito di portare a termine l'operazione a causa di problemi frutto di una sua comunicazione costantemente contraddittoria. E quando l'ho messa di fronte ai dati di fatto, non mi ha più risposto e ha cominciato a servire un altro cliente. Bene, almeno non sono stato più trattato con sufficienza; male, perché i problemi da loro creati li devo risolvere io. Che senso ha una filiale se i miei soldi sono più al sicuro sotto il buon vecchio materasso?",40,20,20,20,20,20
intesa-sanpaolo,Heorhi,Dott,29 Novembre 2022,"Brutta esperinza con personale assistenza clienti in filiale. Senza motivo valido hanno rifiutato di rilasciare i libretto d'assegni. Inventavano mille e piu perche non potevano dare. Vergogna. La banca pegiore che abbia mai conosciuto. Sono correntista da due anni, mai andato in rosso, mai chiesto niente. Solo semplice libretto d'assegni, che avevo bisogno a rogito, per pagare notaio, agenzia… Consiglio vivamebte di evitare questa banca.",20,20,20,20,20,20
intesa-sanpaolo,Chiara,Bassa attenzione al cliente,23 Maggio 2022,Incompetenza e comunicazione inadeguata da parte degli impiegati.,60,60,20,40,60,80
intesa-sanpaolo,FLAVIA,SIG.NA,23 Febbraio 2022,"La filiale di Pinerolo di Piazza Barbieri di Pinerolo (TO) è riuscita a smarrire la raccomandata (da tracciamento online correttamente consegnata e ritirata da qualcuno dello staff) con la quale intendevo chiudere il conto inviata il 9/2/22 ed appunto consegnata l'11/2/22! Se non avessi chiamato per avere notizie chissà forse non avrei mai saputo dell'accaduto ed avrei continuato ad avere il conto aperto per chissà quanto...mi hanno poi ricevuta di persona per effettuare l'operazione e da qui la domanda: ma allora perchè non fare così già da subito ed evitarmi code (e spese) in ufficio postale?!?! Continuerei a consigliare il conto online XME perchè onestamente mi ci son trovata bene, ottima l'app associata, è stato sempre tutto gratuito, però un'inefficienza del genere mi ha dav",80,80,20,60,20,20
intesa-sanpaolo,Silvia,Professionalità pari a zero.,10 Novembre 2021,"Ho fatto richiesta di chiusura conto a fine maggio. Per un problema (inesistente) di aggancio Telepass su nuovo conto bancario non mi hanno comunicato l'impossibilità di chiusura. Si sono degnati solo ed esclusivamente quando il mio conto è andato sotto di € 23 pulciosissimi.
Sto ancora aspettando che lo chiudano.
Non rispondono alle mail, non rispondono alle telefonate, addebitano due volte le spese di chiusura conto senza nemmeno chiuderlo.
Una banca peggiore di questa non l'ho mai vista.
Professionalità pari a zero.
...........................................................................",20,20,20,20,20,20
intesa-sanpaolo,LUCA,GRAVE INCOMPETENZA PROFESSIONALE,05 Novembre 2021,"competenza professionale degli impiegati della filiale di ascoli piceno sotto 0
informazioni sul mio conto corrente e sui movimenti che ho fatto detti ai 4 venti,
per 4 venti intendo gente al di fuori della struttura.

EPISODIO DA DENUNCIA

CAMBIARE ARIA SUBITO",20,20,20,20,40,40
intesa-sanpaolo,sergio,SERVIZIO ABOMINEVOLE,21 Settembre 2021,"Sono una ""VITTIMA"" a seguito della fusione di UBI banca con Intesa san paolo.
Speravo di essere in mano a dei professionisti, purtroppo questa speranza è naufragata nella SQUALLIDA realtà ABOMINEVOLE.
Pessimo servizio, customer service terribile, l'assistenza al numero verde è un delirio e non rispondono alle mail.
Per risolvere un LORO problema sulla scheda UBI like , mi chiedono di sostituirla con una nuova a mie spese,
Con lo stesso costo ho già aperto un nuovo conto con altra banca con tutti i servizi home banking.
Felice di portare i miei soldi altrove.",20,80,20,60,80,100
intesa-sanpaolo,gioia,scandalosi,07 Settembre 2021,"banca di incompetenti. Telefoni fissi dei centralini e interni inutili visto che non risponde mai nessuno nemmeno dopo 200 volte che si prova. Alle mail non rispondono e quando per cara grazia riesci a parlare con qualcuno ti viene fornito un numero di cellulare personale che poi risulta sempre spento.
Non conoscono nemmeno le procedure basi e nonostante pratiche chiuse 1 anno fa ancora non riescono ad arrivarne ad una a problematiche basi. SCANDALOSI! non esiste altra banca piena di incompetenti così.",20,20,20,20,20,20
intesa-sanpaolo,Anna,Pessima banca,20 Luglio 2021,"Impossibile contattare la filiale, non rispondono mai al telefono. Assistenza on line ridicola e penosa. Sconsigliatissima!",20,20,20,20,20,20
intesa-sanpaolo,Davide,ATTENZIONE,16 Luglio 2021,"Trovare una documentazione di un loro cliente, in questa banca è un impresa ardua e complicata, una sfida leggendaria che va avanti da giorni nonostante la mia urgenza conclamata. Il mio commercialista ci ha messo un ora per trovare una documentazione che è nei loro archivi. Per il direttore Montironi sembra un impresa titanica. Quest'episodio racconta quanta organizzazione, professionalità e preparazione c'è in questa sede. Credo che perdere un documento e non adoperarsi per ritrovarlo, non è per me esattamente ""attenzione per il cliente"" Da un episodio si evince la scarsa, imbarazzante organizzazione e da una banca la trovo grave.

Davide",20,20,20,20,20,20
intesa-sanpaolo,Giulio,Comunicazione e competenza 0,03 Maggio 2023,"Non serve a nulla investire nel marketing per fidelizzare il cliente con profumo e caramelle che creino l'atmosfera distintiva dell'azienda se poi la realtà non rispecchia neanche vagamente le promesse millantate. Anche l'ultimo giorno di assistenza, l'incompetenza della funzionaria mi ha impedito di portare a termine l'operazione a causa di problemi frutto di una sua comunicazione costantemente contraddittoria. E quando l'ho messa di fronte ai dati di fatto, non mi ha più risposto e ha cominciato a servire un altro cliente. Bene, almeno non sono stato più trattato con sufficienza; male, perché i problemi da loro creati li devo risolvere io. Che senso ha una filiale se i miei soldi sono più al sicuro sotto il buon vecchio materasso?",40,20,20,20,20,20
intesa-sanpaolo,Heorhi,Dott,29 Novembre 2022,"Brutta esperinza con personale assistenza clienti in filiale. Senza motivo valido hanno rifiutato di rilasciare i libretto d'assegni. Inventavano mille e piu perche non potevano dare. Vergogna. La banca pegiore che abbia mai conosciuto. Sono correntista da due anni, mai andato in rosso, mai chiesto niente. Solo semplice libretto d'assegni, che avevo bisogno a rogito, per pagare notaio, agenzia… Consiglio vivamebte di evitare questa banca.",20,20,20,20,20,20
intesa-sanpaolo,Chiara,Bassa attenzione al cliente,23 Maggio 2022,Incompetenza e comunicazione inadeguata da parte degli impiegati.,60,60,20,40,60,80
